Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating
Mahmoud Trezeguet,Aston Villa,Left winger,26,2020/21,75,Head injury,1-Dec-20,21-Jan-21,lose,West Ham,-1,6.4,lose,Brighton,-1,6.3,win,Arsenal,3,6.8,win,Wolves,-1,draw,Burnley,0,win,West Brom,3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,West Ham,-2,5.7(S)
Morgan Sanson,Aston Villa,Central Midfielder,26,2020/21,77,Knee problems,9-Apr-21,29-Aug-21,win,Fulham,2,6.6,lose,Tottenham,-2,5.9,draw,Newcastle,0,6(S),lose,Liverpool,-1,lose,Man City,-1,draw,West Brom,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Ross Barkley,Aston Villa,Central Midfielder,27,2020/21,78,Hamstring injury,21-Nov-20,19-Jan-21,win,Arsenal,3,7.7,lose,Southampton,-1,6.7,lose,Leeds,-3,6.5,lose,Brighton,-1,lose,West Ham,-1,win,Wolves,1,lose,Man City,-2,5.7,win,Newcastle,2,6.2,lose,Burnley,-1,6.8
Emiliano Martínez,Aston Villa,Goalkeeper,29,2021/22,84,Knee problems,20-May-22,29-May-22,draw,Crystal Palace,0,6.6,lose,Liverpool,-1,6.3,draw,Burnley,0,6.8,lose,Man City,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Ezri Konsa,Aston Villa,Center Back,24,2021/22,79,Knee injury,15-May-22,10-Jul-22,lose,Liverpool,-1,6,win,Burnley,2,6.1,N.A.,N.A.,N.A.,N.A.,draw,Crystal Palace,0,draw,Burnley,0,lose,Man City,-2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Lucas Digne,Aston Villa,Left Back,28,2021/22,84,Shoulder injury,9-Apr-22,25-Apr-22,lose,Wolves,-1,6.5,N.A.,N.A.,N.A.,N.A.,lose,West Ham,-1,6.2,N.A.,N.A.,N.A.,draw,Leicester,0,N.A.,N.A.,N.A.,win,Burnley,2,6.8,win,Norwich City,2,6,lose,Liverpool,-1,6.6
Lucas Digne,Aston Villa,Left Back,28,2021/22,84,Hamstring injury,14-Mar-22,21-Mar-22,N.A.,N.A.,N.A.,N.A.,win,Leeds,3,7.2,N.A.,N.A.,N.A.,N.A.,lose,Arsenal,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Tottenham,-4,6.3,N.A.,N.A.,N.A.,N.A.
Leon Bailey,Aston Villa,Right winger,24,2021/22,81,Thigh problems,5-Dec-21,10-Feb-22,lose,Man City,-1,5.8,win,Crystal Palace,1,6.1,win,Brighton,2,6(S),win,Leicester,1,lose,Liverpool,-1,win,Norwich City,2,lose,Newcastle,-1,5.4(S),lose,Watford,-1,5(S),N.A.,N.A.,N.A.,N.A.
Marvelous Nakamba,Aston Villa,Defensive Midfielder,25,2021/22,75,Knee injury,11-Dec-21,31-Mar-22,lose,Leicester,-3,5.7,lose,Liverpool,-1,6.2,lose,Man City,-1,6.2,lose,Sheffield,-2,lose,Southampton,-2,win,Norwich City,1,N.A.,N.A.,N.A.,N.A.,lose,Chelsea,-1,5.7(S),N.A.,N.A.,N.A.,N.A.
Morgan Sanson,Aston Villa,Central Midfielder,27,2021/22,76,Knock,10-Apr-22,8-May-22,win,Fulham,2,6.6,lose,Tottenham,-2,5.9,draw,Newcastle,0,6(S),lose,Liverpool,-1,win,Norwich City,2,lose,Chelsea,-2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Morgan Sanson,Aston Villa,Central Midfielder,27,2021/22,76,Ill,30-Oct-21,6-Nov-21,lose,Wolves,-1,6.2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,West Ham,-3,lose,Southampton,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Morgan Sanson,Aston Villa,Central Midfielder,27,2021/22,76,Coronavirus,12-Dec-21,25-Dec-21,lose,Liverpool,-1,6(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Norwich City,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Brentford,-1,5.9(S),draw,Man United,0,6,N.A.,N.A.,N.A.,N.A.
Matty Cash,Aston Villa,Right Back,25,2022/23,79,Calf injury,29-Mar-23,3-May-23,win,Bournemouth,3,7.4,draw,West Ham,0,6.1,win,Crystal Palace,1,6.9,win,Chelsea,2,win,Leicester,1,win,Nottm Forest,2,N.A.,N.A.,N.A.,N.A.,draw,Liverpool,0,6.2,win,Tottenham,1,5.9(S)
Matty Cash,Aston Villa,Right Back,25,2022/23,79,Tendon rupture,3-Sep-22,28-Sep-22,lose,Arsenal,-1,5.9,lose,West Ham,-1,6.5,lose,Crystal Palace,-2,5.6,draw,Man City,0,win,Southampton,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Nottm Forest,0,6.7,lose,Chelsea,-2,6.2
Diego Carlos,Aston Villa,Center Back,30,2022/23,82,Achilles tendon rupture,11-Aug-22,12-Mar-23,lose,Bournemouth,-2,5.6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Everton,1,lose,Crystal Palace,-3,lose,West Ham,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
John McGinn,Aston Villa,Central Midfielder,28,2022/23,78,Hamstring strain,1-Jan-23,4-Feb-23,N.A.,N.A.,N.A.,N.A.,win,Brighton,1,6.1,win,Man United,2,6(S),win,Tottenham,2,draw,Wolves,0,win,Leeds,1,lose,Man City,-2,5.9(S),lose,Arsenal,-2,6.1,win,Everton,2,7.3
Lucas Digne,Aston Villa,Left Back,29,2022/23,82,Shoulder injury,14-Jan-23,3-Feb-23,draw,Wolves,0,6.2,win,Tottenham,2,6.3,lose,Liverpool,-2,6.5,win,Southampton,1,win,Leicester,2,N.A.,N.A.,N.A.,lose,Man City,-2,5.1,N.A.,N.A.,N.A.,N.A.,lose,Everton,-2,6.6
Lucas Digne,Aston Villa,Left Back,29,2022/23,82,Ankle injury,17-Sep-22,27-Oct-22,win,Southampton,1,6.6,draw,Man City,0,6.2,lose,Arsenal,-1,5.9,win,Southampton,1,draw,Leeds,0,draw,Nottm Forest,0,lose,Newcastle,-4,5.9(S),win,Man United,2,6.8,win,Brighton,1,6.1
Álex Moreno,Aston Villa,Left Back,31,2022/23,80,Hamstring injury,20-May-23,15-Sep-23,N.A.,N.A.,N.A.,N.A.,win,Wolves,1,6.2,lose,Man United,-1,6,draw,Liverpool,0,win,Brighton,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
acob Ramsey,Aston Villa,Attacking Midfielder,22,2022/23,76,Hamstring injury,23-Nov-22,8-Jan-23,win,Brighton,1,5.4,win,Man United,2,7.4,lose,Newcastle,-4,5.7(S),lose,Liverpool,-2,win,Tottenham,2,draw,Wolves,0,win,Leeds,1,5.5,win,Southampton,1,7.4,lose,Leicester,-2,5.8
Boubacar Kamara,Aston Villa,Defensive Midfielder,23,2022/23,80,Ankle injury,12-Mar-23,18-Mar-23,win,Crystal Palace,1,6.6,win,Everton,2,6.9,lose,Arsenal,-2,7,draw,West Ham,0,win,Bournemouth,3,win,Chelsea,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Boubacar Kamara,Aston Villa,Defensive Midfielder,23,2022/23,80,Knee injury,15-Sep-22,31-Oct-22,draw,Man City,0,6.3,lose,Arsenal,1,6,lose,West Ham,-1,6.9,win,Southampton,1,draw,Leeds,0,draw,Nottm Forest,0,N.A.,N.A.,N.A.,N.A.,win,Brighton,1,6.2,lose,Liverpool,-2,6.1
Matty Cash,Aston Villa,Defensive Midfielder,26,2023/24,79,Calf injury,12-May-24,12-Jun-24,lose,Brighton,-1,6.2(S),draw,Chelsea,0,6.7,win,Bournemouth,2,5.5,draw,Liverpool,0,lose,Crystal Palace,-5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Matty Cash,Aston Villa,Right Back,26,2023/24,79,Hamstring injury,21-Mar-24,12-Apr-24,draw,West Ham,0,6(S),lose,Tottenham,-4,5.6,win,Fulham,1,6.4,win,Wolves,2,lose,Man City,-3,draw,Brentford,0,N.A.,N.A.,N.A.,N.A.,win,Bournemouth,2,5.5,N.A.,N.A.,N.A.,N.A.
Matty Cash,Aston Villa,Right Back,26,2023/24,79,Ill,29-Dec-23,31-Dec-23,N.A.,N.A.,N.A.,N.A.,draw,Sheffield,0,7.4,win,Brentford,1,6,win,Burnley,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Everton,0,6.8(S),draw,Chelsea,0,4.5
Diego Carlos,Aston Villa,Center Back,31,2023/24,81,Hamstring injury,14-Feb-24,5-Mar-24,lose,Man United,-1,6.2,win,Sheffield,4,7.2,N.A.,N.A.,N.A.,N.A.,win,Fulham,1,win,Nottm Forest,2,win,Luton Town,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Wolves,2,6.7
Ezri Konsa,Aston Villa,Center Back,26,2023/24,80,Knee injury,4-Feb-24,1-Mar-24,win,Sheffield,5,6.8,lose,Newcastle,-2,6,draw,Everton,0,6.5,lose,Man United,-1,win,Fulham,1,win,Nottm Forest,4,win,Luton Town,1,6.4,lose,Tottenham,-4,5.7,draw,West Ham,0,7.1
Youri Tielemans,Aston Villa,Central Midfielder,27,2023/24,81,Groin injury,27-Apr-24,10-Jun-24,win,Bournemouth,2,6.7,win,Arsenal,2,7.6,draw,Brentford,0,7.5,draw,Chelsea,0,lose,Brighton,-1,draw,Liverpool,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Youri Tielemans,Aston Villa,Central Midfielder,27,2023/24,81,Calf injury,13-Dec-23,12-Jan-24,win,Arsenal,1,5.9,win,Man City,1,6.7,draw,Bournemouth,0,7.2,win,Brentford,1,draw,Sheffield,0,lose,Man United,-1,draw,Everton,0,5.9(S),lose,Newcastle,-2,5.8,win,Sheffield,5,7.4
Lucas Digne,Aston Villa,Left Back,30,2023/24,79,Hamstring injury,26-Dec-23,6-Feb-24,draw,Sheffield,0,6.4,N.A.,N.A.,N.A.,N.A.,win,Arsenal,1,6.3,lose,Man United,-1,win,Burnley,1,draw,Everton,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Nottm Forest,2,6.3
Pau Torres,Aston Villa,Center Back,27,2023/24,82,Ankle injury,5-Jan-24,4-Feb-24,win,Burnley,1,6(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Everton,0,lose,Newcastle,-2,win,Sheffield,5,N.A.,N.A.,N.A.,N.A.,win,Fulham,1,6.3,win,Nottm Forest,2,6.3
Pau Torres,Aston Villa,Center Back,27,2023/24,82,unknown injury,18-Dec-23,23-Dec-23,win,Arsenal,1,6.3,win,Man City,1,6.7,draw,Bournemouth,0,5.6,win,Burnley,1,draw,Sheffield,0,win,Man United,1,win,Tottenham,1,7.2,win,Burnley,1,6(S),win,Man City,1,6.7
Álex Moreno,Aston Villa,Left Back,31,2023/24,80,minor knock,15-Apr-24,31-May-24,N.A.,N.A.,N.A.,N.A.,lose,Man City,-3,5.5(S),win,Wolves,2,6.4,win,Bournemouth,2,draw,Chelsea,0,lose,Brighton,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jhon Durán,Aston Villa,Center Forward,20,2023/24,68,unknown injury,11-Aug-23,13-Aug-23,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Newcastle,-5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Everton,4,7.5(S),win,Burnley,2,6,lose,Liverpool,-3,5.7(S)
Jhon Durán,Aston Villa,Center Forward,20,2023/24,68,infection,21-Oct-23,23-Oct-23,N.A.,N.A.,N.A.,N.A.,win,Brighton,5,5(S),win,Chelsea,1,5(S),win,West Ham,4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jhon Durán,Aston Villa,Center Forward,20,2023/24,68,infection,28-Oct-23,6-Nov-23,N.A.,N.A.,N.A.,N.A.,win,Brighton,5,5(S),win,Chelsea,1,5(S),win,West Ham,4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jhon Durán,Aston Villa,Center Forward,20,2023/24,68,Hamstring injury,25-Jan-24,8-Mar-24,N.A.,N.A.,N.A.,N.A.,draw,Everton,0,6.1(S),N.A.,N.A.,N.A.,N.A.,lose,Newcastle,-2,win,Sheffield,5,lose,Man United,1,N.A.,N.A.,N.A.,N.A.,draw,West Ham,0,5.3,win,Wolves,2,6(S)
Morgan Rogers,Aston Villa,Attacking Midfielder,21,2023/24,67,Hamstring injury,6-May-24,1-Jun-24,draw,Chelsea,0,6.8,win,Bournemouth,2,7.3,win,Bournemouth,2,7.3,draw,Liverpool,0,lose,Crystal Palace,5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Leon Bailey,Aston Villa,Right winger,26,2023/24,80,Ill,18-May-24,31-May-24,draw,Liverpool,0,7,lose,Brighton,-1,5.9,draw,Chelsea,0,5.6,lose,Crystal Palace,-5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jacob Ramsey,Aston Villa,Attacking Midfielder,23,2023/24,78,Metatarsal fracture,2-Jul-23,20-Sep-23,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Newcastle,-4,win,Everton,4,win,Burnley,2,N.A.,N.A.,N.A.,N.A.,win,Brighton,5,7.3(S),N.A.,N.A.,N.A.,N.A.
Jacob Ramsey,Aston Villa,Attacking Midfielder,23,2023/24,78,Foot injury,4-Oct-23,24-Nov-23,win,Brighton,5,7.3(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Wolves,0,win,West Ham,3,win,Luton Town,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Man City,1,5.2(S)
Jacob Ramsey,Aston Villa,Attacking Midfielder,23,2023/24,78,Hamstring injury,13-Jan-24,29-Jan-24,N.A.,N.A.,N.A.,N.A.,win,Burnley,1,6.3,lose,Man United,-1,5.7,draw,Everton,0,lose,Newcastle,-2,N.A.,N.A.,N.A.,win,Sheffield,5,6.1(S),lose,Man United,1,6.4,win,Fulham,1,6.2
Jacob Ramsey,Aston Villa,Attacking Midfielder,23,2023/24,78,Toe injury,3-Mar-24,Present,win,Nottm Forest,2,7.2,win,Fulham,1,6.2,lose,Man United,-1,6.4,lose,Tottenham,-4,draw,West Ham,0,win,Wolves,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Boubacar Kamara,Aston Villa,Defensive Midfielder,24,2023/24,80,Knee injury,11-Feb-24,Present,win,Sheffield,5,6.6,lose,Newcastle,-2,5.6,draw,Everton,0,7.2,lose,Man United,-1,win,Fulham,1,win,Nottm Forest,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Philippe Coutinho,Aston Villa,Attacking Midfielder,32,2023/24,79,Hamstring injury,20-Aug-23,25-Sep-23,win,Everton,1,5,lose,Newcastle,-5,6(S),N.A.,N.A.,N.A.,N.A.,win,Burnley,2,lose,Liverpool,-3,win,Crystal Palace,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Joel Pereria,Man United,Goalkeeper,24,2019/20,66,Back injury,2-Aug-19,16-Aug-19,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Chelsea,4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Harry Maguire,Man United,Center Back,27,2020/21,80,Ankle injury,9-May-21,13-Jun-21,win,Burnley,3,6.7,draw,Leeds,0,6.8,win,Aston Villa,3,6.6,lose,Leicester,-1,lose,Liverpool,-2,draw,Fulham,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Harry Maguire,Man United,Center Back,28,2021/22,80,Calf injury,25-Sep-21,15-Oct-21,win,Wolves,1,7.4,win,Newcastle,4,7.9,win,West Ham,1,7,draw,Everton,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Leicester,-2,6.2,lose,Liverpool,-5,6.8,win,Tottenham,3,4.1
Harry Maguire,Man United,Center Back,28,2021/22,80,Chest injury,1-Jan-22,14-Jan-22,win,Burnley,2,6.4,draw,Newcastle,0,6.2,N.A.,N.A.,N.A.,N.A.,lose,Wolves,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Brentford,0,5.5(S),win,West Ham,1,6.8,draw,Burnley,0,6.4
Harry Maguire,Man United,Center Back,28,2021/22,80,Knee problems,26-Apr-22,3-May-22,lose,Everton,1,6.2,win,Norwich City,1,5.6,lose,Liverpool,4,6.1,draw,Chelsea,0,win,Brentford,3,N.A.,N.A.,N.A.,lose,Brighton,-4,7.5,lose,Crystal Palace,-1,6.5,N.A.,N.A.,N.A.,N.A.
Harry Maguire,Man United,Center Back,29,2022/23,80,Hamstring injury,26-Sep-22,25-Oct-22,win,Arsenal,2,6.4(S),lose,Brentford,-4,5.4,lose,Brighton,-1,6.7,lose,Man City,-3,win,Everton,1,draw,Newcastle,0,win,West Ham,1,6.5,lose,Aston Villa,-2,7.2,win,Fulham,1,4
Victor Lindelof,Man United,Center Back,25,2019/20,78,Ill,20-Jan-20,25-Jan-20,lose,Arsenal,-2,5.9,win,Norwich City,4,6.6,lose,Liverpool,-2,6.3,lose,Burnley,-2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Wolves,0,6.8,win,Watford,3,6.1,draw,Everton,0,5.9
Victor Lindelof,Man United,Center Back,26,2020/21,78,Back injury,27-Dec-20,6-Jan-21,draw,Leicester,0,6.4,win,Leeds,4,6.8,win,Sheffield,1,6.8,win,Wolves,1,win,Aston Villa,1,N.A.,N.A.,N.A.,draw,Liverpool,0,6.9,draw,Arsenal,0,7.4,win,Southampton,9,6.6
Victor Lindelof,Man United,Center Back,26,2021/22,78,Coronavirus,26-Dec-21,5-Jan-22,win,Arsenal,1,6.2,win,Crystal Palace,1,7,win,Norwich City,1,5.6(S),draw,Newcastle,0,win,Burnley,2,lose,Wolves,-1,draw,Aston Villa,0,6.5,win,Brentford,2,6.7,N.A.,N.A.,N.A.,N.A.
Victor Lindelof,Man United,Center Back,27,2021/22,78,Ill,31-Jan-22,7-Feb-22,draw,Aston Villa,0,6.5,win,Brentford,2,6.7,N.A.,N.A.,N.A.,N.A.,win,West Ham,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Brighton,2,6.7,win,Leeds,2,5.2,draw,Watford,0,6.1
Victor Lindelof,Man United,Center Back,28,2022/23,78,Back problems,7-Aug-22,31-Aug-22,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Brighton,-1,lose,Brentford,-4,win,Liverpool,1,lose,Man City,-3,5.4(S),win,Everton,1,6.8,N.A.,N.A.,N.A.,N.A.
Eric Bailly,Man United,Center Back,26,2019/20,77,Knee surgery,25-Jul-19,10-Jan-20,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Chelsea,4,draw,Wolves,0,lose,Crystal Palace,-1,win,Chelsea,2,5.1,win,Man City,2,0,draw,Tottenham,0,0
Eric Bailly,Man United,Center Back,26,2019/20,77,Neck injury,20-Jul-20,25-Jul-20,win,Bournemouth,3,5.2,draw,Tottenham,0,5.6,win,Man City,2,6.1,draw,West Ham,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Eric Bailly,Man United,Center Back,27,2020/21,77,Muscle injury,18-Oct-20,1-Dec-20,lose,Brighton,1,6.1(S),win,Tottenham,-5,4.4,lose,Newcastle,3,5.1,draw,Chelsea,0,lose,Arsenal,-1,win,Everton,2,draw,Leicester,0,6.8,win,Wolves,1,7.4,win,Aston Villa,1,6.3
Eric Bailly,Man United,Center Back,27,2020/21,77,Knock,21-Jan-21,25-Mar-21,win,Fulham,1,5.1(S),win,Burnley,1,4.2,win,Aston Villa,1,6.3,lose,Sheffield,-1,draw,Everton,0,N.A.,N.A.,N.A.,draw,Crystal Palace,0,6.8,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Eric Bailly,Man United,Center Back,27,2020/21,77,Coronavirus,31-Mar-21,20-Apr-21,draw,Crystal Palace,0,6.8,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Brighton,1,win,Tottenham,2,win,Burnley,2,win,Aston Villa,2,6.3,lose,Leicester,-1,4.4,lose,Liverpool,-2,5.6(S)
Eric Bailly,Man United,Center Back,28,2021/22,77,Ankle injury,3-Feb-22,16-Feb-22,win,Burnley,2,6.5(S),win,Norwich City,1,4.4,N.A.,N.A.,N.A.,N.A.,draw,Burnley,0,draw,Southampton,0,win,Burnley,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Axel Tuanzebe,Man United,Center Back,22,2019/20,73,Hip injury,19-Oct-19,23-Nov-19,win,Leicester,1,4.4(S),draw,Arsenal,0,5.8,lose,Newcastle,-1,6.7,draw,Liverpool,0,win,Norwich City,2,lose,Bournemouth,-1,draw,Sheffield,0,4.6(S),win,Man City,1,5.2(S),N.A.,N.A.,N.A.,N.A.
Axel Tuanzebe,Man United,Center Back,22,2019/20,73,Hamstring strain,18-Dec-19,5-Mar-20,draw,Sheffield,0,4.6,win,Man City,1,5.2(S),N.A.,N.A.,N.A.,N.A.,lose,Watford,-2,win,Newcastle,3,win,Burnley,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Axel Tuanzebe,Man United,Center Back,23,2020/21,73,Ankle injury,18-Jun-20,19-Oct-20,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Crystal Palace,-2,win,Brighton,1,lose,Tottenham,-5,win,Everton,2,6.5(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Axel Tuanzebe,Man United,Center Back,24,2022/23,73,unknown injury,13-Jul-22,23-Jan-23,win,Everton,2,4.6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Brighton,-1,lose,Brentford,-4,win,Liverpool,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Phil Jones,Man United,Center Back,28,2019/20,70,Knock,26-Sep-19,19-Oct-19,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Arsenal,0,lose,Newcastle,-1,N.A.,N.A.,N.A.,draw,Sheffield,0,5.7(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Phil Jones,Man United,Center Back,28,2019/20,70,Knee injury,12-Jun-20,9-Sep-21,lose,Burnley,-2,4.4(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Tottenham,0,win,Sheffield,3,win,Brighton,3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Luke Shaw,Man United,Left Back,24,2019/20,83,Hamstring injury,24-Aug-19,7-Oct-19,win,Chelsea,4,7.2,draw,Wolves,0,7.5,lose,Crystal Palace,-1,6.1(S),draw,Southampton,0,win,Leicester,1,lose,West Ham,-2,draw,Aston Villa,0,5.6(S),win,Tottenham,1,4.6(S),win,Man City,1,6.3(S)
Luke Shaw,Man United,Left Back,24,2019/20,83,Muscle injury,18-Oct-19,27-Nov-19,win,Chelsea,4,7.2,draw,Wolves,0,7.5,lose,Crystal Palace,-1,6.1(S),draw,Liverpool,0,win,Norwich City,2,lose,Bournemouth,-1,draw,Aston Villa,0,5.6(S),win,Tottenham,1,4.5(S),win,Man City,1,6.3(S)
Luke Shaw,Man United,Left Back,25,2020/21,83,Ankle injury,14-Jul-20,11-Sep-20,win,Bournemouth,3,5.2,win,Aston Villa,3,6.8,draw,Southampton,0,5.6,win,Crystal Palace,2,draw,West Ham,0,win,Leicester,2,lose,Crystal Palace,-2,6.2,win,Brighton,1,6.2,lose,Tottenham,-5,5.2
Luke Shaw,Man United,Left Back,25,2020/21,83,Hamstring injury,7-Nov-20,7-Dec-20,draw,Chelsea,0,6.8,lose,Arsenal,-1,6.8,win,Everton,2,7.5(S),win,West Brom,1,win,Southampton,1,win,West Ham,2,draw,Man City,0,7.3,win,Leeds,4,6.1(S),draw,Leicester,0,7
Luke Shaw,Man United,Left Back,26,2021/22,83,Head injury,20-Nov-21,7-Dec-21,win,Tottenham,3,6.9,lose,Man City,-2,5(S),lose,Watford,-3,5(S),draw,Chelsea,0,win,Arsenal,1,win,Crystal Palace,1,win,Burnley,2,7.4,lose,Wolves,-1,5.6,N.A.,N.A.,N.A.,N.A.
